ID,target
00e9708b4,20000000.000000015
00e9c680f,6477868.5164331
00eaa4394,20000000.000000015
00eae8832,1817576.2431383347
00ebefdc0,2688090.0097459117
00ecbcb1b,1639042.0699873955
00ed49382,3977385.4985327558
00ed87564,20000000.000000015
00ef96cfd,102890.21252648806
00efe7ca3,20000000.000000015
00f36aa18,20000000.000000015
00f3fb071,20000000.000000015
00f43f548,2288051.104014769
00f4d58ec,20000000.000000015
00f56e106,2815716.3238043706
00f84d8c2,2564948.1576422933
00f92953b,20000000.000000015
00fa1d469,14136302.961266696
00ff96f49,2039387.164919369
0100ce0d8,4072074.3294872902
0102ea9e1,20000000.000000015
0104b3af3,20000000.000000015
010672441,20000000.000000015
010771ca5,20000000.000000015
0108aea9f,20000000.000000015
010a479e1,20000000.000000015
010d0a2dd,4272841.588161757
010e3cea2,20000000.000000015
010e5417b,3977216.377926776
01108a561,109999.99999999991
0110cca98,1103309.9205182279
011449698,20000000.000000015
0114795f0,1701417.075306209
011626c20,39200000.00000003
0117c8f27,2980793.9960892973
0117dcb47,2584339.793184109
0118c34be,2053274.745877794
0119efcb9,20000000.000000015
011a58e13,20000000.000000015
011b7902b,3774241.716834186
011ca122e,4467899.579779027
012053244,1728648.128851422
0122a258e,779988.2800073257
0122a4305,20000000.000000015
01230d8ba,20000000.000000015
012414f4e,3722326.9592542816
012452125,2387122.029129234
0124529b5,470627.7794752681
012556288,4454148.280762875
01257c24c,20000000.000000015
01258b972,20000000.000000015
0125b64db,20000000.000000015
01295ef92,20000000.000000015
012a2752f,20000000.000000015
012b6ba95,2207116.03018493
012b96b58,20000000.000000015
012e881b9,20000000.000000015
012f25e94,20000000.000000015
012fa70bb,1728075.8157627275
01304fc0a,20000000.000000015
013230913,20000000.000000015
01336ceb8,2139004.9845187054
0133b85e7,1754552.2090966546
0136f8766,20000000.000000015
0137356b9,20000000.000000015
013750184,583043.7621990484
013a3f07c,20000000.000000015
013cc1c13,20000000.000000015
013e96334,1915574.1326768538
013fae0b1,20000000.000000015
014076343,20000000.000000015
0140ea0ba,2896317.0879655257
0143ee127,266908.12324396166
014461014,2495843.7152383523
01446634f,782981.9296194203
014729fb2,16999999.999999974
014749c88,2757501.858684134
014787fc1,2139882.095821241
014a6143c,1792225.2657695184
014af25cd,2485333.074925426
014b5797e,20000000.000000015
014badcb1,20000000.000000015
014c523b1,14799501.048075225
014e55fdb,20000000.000000015
014ea0456,2363352.6011135736
0151cc525,20000000.000000015
015409983,20000000.000000015
015411bfe,20000000.000000015
01560b792,140219.8069501109
0157b07da,3250332.0018367087
01587bbbc,20000000.000000015
0158ba234,20000000.000000015
01590d52a,14800000.000000004
015a40790,20000000.000000015
015b07817,851124.151087788
015fc3313,3811255.647457063
01604ee4b,20000000.000000015
016054375,1859939.445246232
01642dec0,2956227.6249716906
0166ab5ea,20000000.000000015
016b405be,1543718.511374771
016bdc940,6766216.70660606
016c31d1a,255795.59176215105
016d290da,9999999.999999996
016decdd2,3215364.492839975
016ee1214,20000000.000000015
016efef23,20000000.000000015
016f60448,20000000.000000015
017029678,20000000.000000015
01704d4ca,1501218.5453461483
0172638ce,20000000.000000015
0173e6be5,20000000.000000015
0174ed320,1059999.9999999993
017623c5c,20000000.000000015
017a4044f,2300188.319745907
017a6c7f9,20000000.000000015
017ae7ac3,20000000.000000015
017b80d83,4728339.072994245
017d9f1a4,1908499.0146040607
017e22e34,3528535.5425756574
017e9a902,20000000.000000015
0180f14e9,20000000.000000015
018148c57,20000000.000000015
018166b42,3163874.0133356447
0181a6d0e,20000000.000000015
018283661,20000000.000000015
0183f9b32,20000000.000000015
0186cbba4,3063071.106426472
0188bc86f,20000000.000000015
01890383f,3039338.082591695
018965366,20000000.000000015
0189c8ab0,20000000.000000015
018d514a2,20000000.000000015
018d765bb,20000000.000000015
018dbbe73,2259576.251530718
018de39ca,20000000.000000015
018fd935f,20000000.000000015
018ffc9fa,3301619.174092545
019372984,2386439.103716894
01937e592,1029354.8622094569
019381521,1653190.7261239425
01952e574,2236556.4267069455
019540ad9,15344224.232102208
01955815c,20000000.000000015
0196be03d,20000000.000000015
01978c738,20000000.000000015
0197f607c,6151743.230841473
01980e862,20000000.000000015
019823615,20000000.000000015
019ab3785,2289806.2673517712
019c0d544,20000000.000000015
019c5ad1d,20000000.000000015
019cff829,20000000.000000015
019ed3e51,20000000.000000015
019fd88df,1759652.5427876802
01a0a9e06,20000000.000000015
01a1f927c,20000000.000000015
01a4d6c6c,1543692.0720360512
01a697820,2025376.7144040691
01a72cedb,405305.3095533209
01a900d08,2690454.34974013
01a960c35,2952521.067326091
01aa854be,20000000.000000015
01ab08b6a,1445376.359214643
01ad8126b,3734885.0015170686
01af69076,20000000.000000015
01aff9a04,20000000.000000015
01b128a94,2561042.880327373
01b1e697f,20000000.000000015
01b3159e1,20000000.000000015
01b342719,1897772.8870171183
01b375dad,20000000.000000015
01b6d93e9,2545826.530713061
01b6e8722,1403689.4435879933
01b728f6c,20000000.000000015
01b784536,2286665.525763715
01b7d0580,6649556.772377834
01b7defea,20000000.000000015
01b80bb3c,20000000.000000015
01b8c1484,20000000.000000015
01bbb0d76,20000000.000000015
01bc848d9,1861260.4273447688
01bd8211e,20000000.000000015
01bdda11d,20000000.000000015
01be390b4,20000000.000000015
01be6122c,20000000.000000015
01c1d1fb0,2280880.657363002
01c33d5d2,20000000.000000015
01c34e2ff,20000000.000000015
01c362322,1907192.3309572632
01c553e1a,20000000.000000015
01c65531d,20000000.000000015
01c6933d0,12365270.904879235
01c74c797,20000000.000000015
01c7eafe8,20000000.000000015
01c81cd35,6451498.13273821
01c898445,3181020.865669811
01c9fd3a7,20000000.000000015
01ca7113f,20000000.000000015
01cb0f6ea,5878911.609940026
01cc582f5,192848.24304069896
01cca8141,2670160.953055891
01cef01a2,3000000.000000001
01d10e85d,1625300.4975942262
01d193713,4000000.0000000005
01d2fecbe,20000000.000000015
01d38c28f,20000000.000000015
01d396bc2,20000000.000000015
01d7bfe15,3382216.1631622193
01d8282f2,20000000.000000015
01d94bd22,20000000.000000015
01da2afeb,20000000.000000015
01db02cda,20000000.000000015
01dd4ee95,20000000.000000015
01dd8785b,1061989.9463228662
01dff0d9c,20000000.000000015
01e04a9fb,20000000.000000015
01e06a9f0,20000000.000000015
01e1970fb,20000000.000000015
01e1ee7f9,20000000.000000015
01e37465e,50000.000000000015
01e38e47e,2031369.9842093005
01e6618b1,20000000.000000015
01e8de681,6462944.5142040625
01e9513b2,20000000.000000015
01ea633f5,20000000.000000015
01eba0824,20000000.000000015
01eca1d02,20000000.000000015
01ed1f78a,3838814.902580477
01ee29ec7,11884914.197801508
01eed81f9,2532802.206857228
01ef1d226,4002005.830360514
01f0030e3,3065807.9655587994
01f15fad3,20000000.000000015
01f330ffe,3685313.2637250912
01f39eb1e,1231804.0333926452
01f44549a,1683924.0317124496
01f5a652b,20000000.000000015
01f889c84,3500157.5391222388
01fa9c31e,20000000.000000015
01fd4e7e9,20000000.000000015
01fde1134,2823713.325219108
01ff14471,3754732.7064112513
01ffa7fbe,20000000.000000015
02001f60c,2276838.5403532186
0201ea0a0,20000000.000000015
0201fe232,20000000.000000015
020699f8e,1217971.9285277475
0206a24ce,3662929.0809808653
0206bfd06,20000000.000000015
020741219,3342039.752787508
020816bdb,20000000.000000015
0209a7570,20000000.000000015
0209bf7b8,20000000.000000015
0209d2fd2,20000000.000000015
020b294bd,20000000.000000015
020b5b442,3315556.085390807
020bd2d15,20000000.000000015
020eaebb2,20000000.000000015
020ed0585,20000000.000000015
020f67b89,5255267.379522106
02118146a,1239547.2630284764
0211c154c,4268743.801734571
0211f9abc,1925736.3688661577
021257ae5,2000000.0000000016
02135d6ab,20000000.000000015
02170db23,20000000.000000015
02180e987,1362781.3568864898
0218218c1,9810162.481785651
0218cd3d7,3076987.2637136653
0219f8398,2668648.9186718813
021aee575,20000000.000000015
021bd4dca,20000000.000000015
021da9216,972594.7573377868
021ebd418,1625800.4918413677
021fd795a,1619878.4041263023
02223cd36,8000000.000000002
0223c16c1,20000000.000000015
022678dd2,1862712.9055188322
022792b0a,2756927.845467928
022804284,1252689.73883661
0228aa82d,2089256.5099030063
0229e75c4,20000000.000000015
022a8c2f7,20000000.000000015
022cb2631,20000000.000000015
0230d4064,18899999.999999974
023377ebc,4144028.627995562
02342e4f7,20000000.000000015
0235e2eab,4503306.635841407
023990ec3,20000000.000000015
023ac9a3c,20000000.000000015
023b81381,20000000.000000015
023fa6bf0,20000000.000000015
024078072,725748.3062888386
0241d1cc7,2657966.924164001
0241dbd70,2515205.0321171023
02423aea3,20000000.000000015
0242e62ca,1548865.165453392
024306e5d,20000000.000000015
0244ca2e6,20000000.000000015
0245590f8,20000000.000000015
0246d6ee2,2615827.506005262
024739c7d,2596593.5305371815
024766f47,8333333.339999999
024813220,1737312.289694795
024890eac,2537766.0043653576
024c65d46,3096916.1458465667
024c8f9db,2715386.781879022
024cbb5b4,20000000.000000015
024d9058c,1959142.3740245071
024fe32af,3237479.780660188
025045845,5595160.8669739
0250eb809,736998.585598152
025179e5e,20000000.000000015
02537cf5e,20000000.000000015
0254223d8,20000000.000000015
0256c0b0e,15587750.671663549
025774ca3,5310504.777055645
025786cb9,20000000.000000015
0257e2b97,1584848.6988559384
025994da9,20000000.000000015
025a2f31f,20000000.000000015
025a544da,20000000.000000015
025a96ed9,4117703.162615263
025abdc92,3721530.729216411
025ba7d70,20000000.000000015
025c222b3,20000000.000000015
025c7bb5f,20000000.000000015
025e5d770,20000000.000000015
02635ccad,20000000.000000015
02648787c,2608936.3741104687
026756d03,20000000.000000015
0267a271c,20000000.000000015
02681ecec,20000000.000000015
02697d7c3,3391558.923745766
0269a6f71,20000000.000000015
0269d314c,20000000.000000015
0269dba28,1751370.8330229358
026a61d88,884679.6126414419
026aeaa2c,20000000.000000015
026b02a83,20000000.000000015
026baed22,20000000.000000015
026c4e17b,20000000.000000015
026c5991c,1533673.562538066
026cf59d9,1536477.8269015276
026cfc392,215573.65881006245
0270a390f,1221589.3577902394
0270be3af,20000000.000000015
0270e156b,1670155.678947208
027124809,20000000.000000015
0272c405a,26344000.000000026
027400cb8,3021999.8538938803
0274ce8b8,1842099.8511051217
027769b10,20000000.000000015
0277d96d0,20000000.000000015
027a21566,20000000.000000015
027c75423,5075068.727843732
027cc80a8,2456827.285326369
027d5aea6,3089333.3400000026
02865c5ec,2581985.2954417625
0287280ba,20000000.000000015
02898064e,3227772.469679846
028988631,2463632.5297465515
028a5c0d4,1666972.7650786443
028da53a4,2751912.4421028765
028ee267a,20000000.000000015
0292f2fc5,4157272.084856403
02975edfa,20000000.000000015
029a9db2e,20000000.000000015
029b14b56,20000000.000000015
029bbe7d3,20000000.000000015
029c1e398,1168310.241797511
029da4b41,20000000.000000015
02a0c1918,3827961.075205113
02a2a1bdf,3483099.6867232798
02a2c00e0,20000000.000000015
02a31514c,20000000.000000015
02a3dc04d,4652378.825788832
02a565b91,20000000.000000015
02ac98fd5,20000000.000000015
02adff31a,20000000.000000015
02affe93a,20000000.000000015
02afff518,20000000.000000015
02b000198,215368.28978836752
02b0b4bae,20000000.000000015
02b0c3fdb,3857860.545359997
02b220cf1,4902467.288941657
02b25ade0,20000000.000000015
02b413bb1,7135543.841407827
02b4aaba1,14864333.34
02b67ff32,20000000.000000015
02b71a6b2,4111318.7595731495
02b79188f,21099999.99999999
02b8961fc,20000000.000000015
02b96ff6c,20000000.000000015
02bad4594,2708471.3045524117
02bbd7b9d,2400000.000000001
02bcf8e90,2006595.7695458685
02bde66d2,2099954.140323508
02bfe3c59,2428224.107344875
02c119238,20000000.000000015
02c16cb74,1804296.4058227944
02c475e65,20000000.000000015
02c4d224b,20000000.000000015
02c6d9700,20000000.000000015
02c74523d,8599999.999999996
02c7c5e05,20000000.000000015
02c8a1f80,308000.0000000001
02c8c7175,20000000.000000015
02c91d25d,20000000.000000015
02ce4321f,20000000.000000015
02cfae275,5664495.617861573
02d07cb78,2663686.0455609113
02d147e50,20000000.000000015
02d173c38,20000000.000000015
02d1a1e82,20000000.000000015
02d2dc64c,20000000.000000015
02d3dcc5a,5018769.858505337
02d67ed4c,2736718.694935438
02d682de1,4067902.571533192
02d72b46d,2178100.95340042
02da114c7,2133926.9069128316
02da41c7e,2032628.769282109
02dad771a,20000000.000000015
02db2bb9a,261999.99999999994
02dc20d11,20000000.000000015
02dc3b94d,20000000.000000015
02dd17f6f,20000000.000000015
02deaaed6,20000000.000000015
02dfd3b7c,807265.8197708819
02e0b923c,20000000.000000015
02e23559a,20000000.000000015
02e2acbaa,20000000.000000015
02e5349d9,1135310.7004228823
02e6bbef5,20000000.000000015
02e7849bb,20000000.000000015
02e80faad,20000000.000000015
02eaec8f8,20000000.000000015
02edb9180,15298115.48386167
02ee21874,20000000.000000015
02ef3cdc7,20000000.000000015
02f18ce31,20000000.000000015
02f20fa4a,20000000.000000015
02f492e98,20000000.000000015
02f7d06a3,20000000.000000015
02f8c9d39,2788698.1589860525
02f928f97,5754570.208877433
02f97eb4f,20000000.000000015
02f9cc844,20000000.000000015
02f9f46ac,1054047.0720242672
02fb07a76,517259.60069354624
02fb4683c,2273083.987008021
02fd708e8,3135896.724189974
03026bfdd,20000000.000000015
0304186ba,20000000.000000015
03052941a,2153662.8095402448
030553c29,1436171.3096471406
0306f5c13,20000000.000000015
03078adf4,20000000.000000015
030a2297c,20000000.000000015
030b9a986,4027354.8653209372
030bbd54c,3343296.133849755
030d81f86,20000000.000000015
03101eca5,20000000.000000015
0311bb483,2850697.225304991
03121027c,3948672.2706169533
0312ea7f8,20000000.000000015
0313323d7,2019092.51919904
03148fa17,1620501.1193774547
0314aa65d,6313780.208829876
03156f66a,1416477.8460691336
031775c5a,20000000.000000015
0317cd26f,9066666.660000015
0317dc1c8,600000.0000000003
031959763,3894905.228935943
031961e5e,20000000.000000015
031a6f52d,20000000.000000015
031af41a0,20000000.000000015
031be3013,3000592.8592467327
031c054a3,1529909.2929844267
031e02d13,20000000.000000015
031fe6025,20000000.000000015
03226e167,5521165.147130828
032313121,20000000.000000015
03252fdf8,1810558.3168900749
0325ef5e3,2041417.384877021
03278afaa,2142273.4884962905
0329abefe,20000000.000000015
032b82f0c,20000000.000000015
032cb3413,1466586.8692361936
032f7abe9,2163832.0519980886
032fd3cf7,20000000.000000015
033135e05,7558923.913247135
03316e7c8,20000000.000000015
0333c53fa,453980.80077279994
033611b09,20000000.000000015
033656403,1655358.7540353937
0337427ab,20000000.000000015
0338d1fb6,20000000.000000015
033948435,35000000.000000015
033b70fcb,20000000.000000015
033d3323b,20000000.000000015
033db5f65,20000000.000000015
0341af76c,20000000.000000015
03434b4b4,3569483.7212751918
0344e4977,5747836.314478873
0346fb76b,4744406.10348146
034ad33d6,20000000.000000015
034af5dae,20000000.000000015
034b70bda,20000000.000000015
034f2607b,323884.531072038
034f28339,6800000.0
034fb173b,20000000.000000015
03504923d,8950547.367040133
035226e6e,20000000.000000015
035585d5c,2525365.9894248173
035643e2b,20000000.000000015
0356dfccd,20000000.000000015
0356fc880,20000000.000000015
03578cd16,20000000.000000015
0358c22f6,1544582.200351683
035a91cf2,20000000.000000015
035b789d2,1804060.2448439267
03610ecc7,1935700.700970335
03656e62f,4546563.8836454805
0365b7b3a,3509432.9537251033
0365f0a9f,20000000.000000015
0367cb231,20000000.000000015
03687090c,20000000.000000015
036b2dd1e,2639452.294764878
036f3dd40,20000000.000000015
03700787a,20000000.000000015
03705c6ef,20000000.000000015
03722e7be,20000000.000000015
037248721,1289308.4565992525
037269293,3147402.707835402
03782136e,4064370.572367969
03796cf0e,3634968.2226824043
037dc14e7,4075948.9296082295
037ec2166,20000000.000000015
037f61da3,20000000.000000015
0380c62db,5254044.467312597
03857cb43,20000000.000000015
0387bf802,3209809.73217047
038838fee,20000000.000000015
0388b0dc1,2258037.739164423
038ad1732,20000000.000000015
038b7c09a,2446496.057276058
038c061e1,20000000.000000015
038da9843,20000000.000000015
038ded2fe,1008399.9999999998
038f623c2,20000000.000000015
039105297,20000000.000000015
0391c19bf,20000000.000000015
0393e0694,20000000.000000015
03949736d,12749927.453396784
03959e9a9,3490426.524095619
03968aeb0,20000000.000000015
039a844b4,20000000.000000015
039e289ac,4351660.469418885
03a062fbb,2710041.377982892
03a4623d5,20000000.000000015
03a546322,20000000.000000015
03a5c6003,20000000.000000015
03a5f4351,20000000.000000015
03a81c915,3144084.39737083
03aaf818c,20000000.000000015
03ab8fc70,3184732.521833896
03aea7af1,4270723.18147003
03b10328e,20000000.000000015
03b27dded,20000000.000000015
03b46ad5d,1888641.1423387395
03b4b4a3e,20000000.000000015
03b67d81b,20000000.000000015
03b6c19da,20000000.000000015
03b835ca7,20000000.000000015
03b882553,2960234.3429459045
03b99b5f9,2437846.955744935
03b9a2af2,2396926.8052443527
03baf448a,4474282.314406868
03bedbe9d,20000000.000000015
03bfd20b9,20000000.000000015
03bfe3bc5,180000.00000000003
03c18ac69,1530056.997855187
03c27a2bf,20000000.000000015
03c760f76,2618689.957429886
03c8caae7,2089029.3105765884
03c9a65f8,20000000.000000015
03cdb39c1,2919523.2282594573
03d4bd5b8,2173437.316600344
03d73e9c5,2464524.040337918
03d854501,20000000.000000015
03d893c26,1978289.5620967755
03da7d69e,2386524.082524173
03db05222,1107761.2613310744
03dc6875e,475458.4986705533
03dfb0bd7,1447015.968085277
03e09458b,20000000.000000015
03e10ddf7,2628530.9986615404
03e28b99f,1802104.9242212416
03e58b888,2867475.616015683
03e592e94,20000000.000000015
03e755a97,3475096.4803160043
03e78798a,4000000.0000000005
03e823704,20000000.000000015
03e882a88,20000000.000000015
03e897c29,2126909.415006824
03ebad6bc,20000000.000000015
03ebf5ecf,338396.56491881853
03ec3ab4e,20000000.000000015
03ec5eed1,3378802.226150448
03ed5c911,2107769.0505454745
03ed976ab,20000000.000000015
03ef34c90,20000000.000000015
03f203cfa,1499999.9999999986
03f3c8c46,20000000.000000015
03f492c31,1839900.2739906223
03f5b5e4a,20000000.000000015
03f6822ee,20000000.000000015
03f6de512,922110.3272215124
03f73ef0e,11699999.999999993
03f74f010,3675114.678835957
03f82bc6c,4554311.246890439
03fa0306c,20000000.000000015
03fc7fa27,1121248.5859452647
03fe6e716,20000000.000000015
03ffe3f49,20000000.000000015
04023973e,2180382.2558171414
04042f2d4,4711144.717344465
04045c3a4,20000000.000000015
0404fb8e2,20000000.000000015
0406e6e47,4324001.903434578
040951939,3168062.4678397477
0409890f8,20000000.000000015
040ca2949,20000000.000000015
040f6b98c,2423099.9988767924
040fb51e2,4516512.57144859
0411c1468,3249628.3876579907
04127fa80,20000000.000000015
0412f421d,20000000.000000015
041346d0f,20000000.000000015
04137899d,30000000.00000005
0419a598f,20000000.000000015
041abacf2,1793998.550112635
041ac253e,694388.291948817
041ae628c,20000000.000000015
041b2eaa1,1106134.0596614385
041d211ec,20000000.000000015
041d6aa88,1868874.952099434
041e0fa5a,2374438.077133988
041fec996,3499319.396908119
042091615,2921485.337600884
0423774bc,20000000.000000015
04245c9ab,20000000.000000015
0425713aa,315195.18394592707
042576594,20000000.000000015
04258a134,20000000.000000015
04290d6e3,1822035.7611477808
0429ef94f,5464909.335727288
042acad39,1205662.7751073095
042b75b8b,2424666.660000002
042b8215b,11281337.81840983
04305a384,20000000.000000015
04314d3a3,2504507.827079444
04315db05,2368486.6770412293
04345543a,20000000.000000015
043593500,20000000.000000015
0436f2c86,20000000.000000015
04370ab18,20000000.000000015
0437281f5,8416259.843278982
0438dc28d,20000000.000000015
043be1af1,1417858.5156410285
043c23fbe,961407.5520622095
043dce29d,20000000.000000015
043e4b825,20000000.000000015
043f5244b,2323681.987616107
043fd2e42,20000000.000000015
0441a98fe,3597747.407048763
044541178,20000000.000000015
04457b1e5,20000000.000000015
04462ec86,20000000.000000015
044683ae6,1403443.3870147932
0448aa36f,20000000.000000015
0449d0137,4252000.000000001
044b95f86,20000000.000000015
044b97b6c,2275556.9114997024
044c7fd20,4459918.954059594
044c8dfd9,20000000.000000015
044d8ee8d,1156091.623531315
044eb2751,20000000.000000015
044efc778,20000000.000000015
045082aa1,3011009.431239794
04518a146,20000000.000000015
045239fe8,50000.000000000015
0453a3e09,3670403.137201908
0454417ec,3257941.1288645407
0454de019,2020116.364723824
04562691c,2571117.192278567
0458a04a0,20000000.000000015
045901f6a,5144103.02297229
045986d3a,20000000.000000015
045bce540,2196047.5324493162
045ce5b8c,20000000.000000015
046021d41,20000000.000000015
0462e36a5,4460491.531951887
046526fe2,5333093.598170435
04655596d,20000000.000000015
04658f5b6,20000000.000000015
046692f4b,1143945.9723641798
046868511,970500.0000000005
046892828,20000000.000000015
046b3d7ef,20000000.000000015
046c924e3,394711.6649012276
046e2664e,20000000.000000015
046e3b5b4,4679095.431204194
046f20f0d,20000000.000000015
047157871,20000000.000000015
04722b965,20000000.000000015
0478dd0a3,20000000.000000015
0479371c3,20000000.000000015
047ac78ea,20000000.000000015
0481e6914,328618.32490048284
04822e352,20000000.000000015
0483111ba,20000000.000000015
0483794aa,4907999.999999996
048443c83,20000000.000000015
04847c5ea,20000000.000000015
048658031,20000000.000000015
048694692,20000000.000000015
048712c35,1441063.6457629935
048b1b81c,20000000.000000015
048def5ee,20000000.000000015
048e4e5ce,20000000.000000015
049036175,39999999.999999985
04905d5d0,2975783.926464363
0490bce2f,20000000.000000015
0492364a6,20000000.000000015
0493c1057,999999.9999999997
0494cbc16,20000000.000000015
049670925,20000000.000000015
04998f537,20000000.000000015
04999528c,1173683.4742002378
049a35c33,20000000.000000015
049a8e3e5,20000000.000000015
049ab0d4d,1232175.2561862813
049b66c17,2511832.3532553576
049e17289,499999.99999999977
049e7e088,2012621.3278719261
04a049e48,820068.8062369097
04a095504,20000000.000000015
04a105753,20000000.000000015
04a231167,2671173.441722444
04a3c6d21,20000000.000000015
04a5a539f,20000000.000000015
04a746dc8,20000000.000000015
04a992add,1399450.1773318392
04a9e4aeb,2065351.1713512638
04aa2e15a,2568419.8627741514
04aa6b5fc,1884214.9684115816
04ab00450,20000000.000000015
04ab1de8e,6366371.848909105
04ad57b6d,20000000.000000015
04ae21348,1422044.0608696868
04af5fa34,3667747.116942062
04afeb8ac,5444524.074589908
04b0e1550,20000000.000000015
04b1ca833,2264017.3024471845
04b2cb591,20000000.000000015
04b2d3d86,20000000.000000015
04b432011,20000000.000000015
04b44859f,1871247.9217788256
04b56ec7a,20000000.000000015
04b7f99d1,3110000.0000000014
04b9581f6,20000000.000000015
04b98c616,1140300.758118307
04b993254,3213132.785702426
04ba2dd27,1430869.8031425644
04bfe03f9,2452877.773813145
04c147ebb,1482261.8510020042
04c1c0844,20000000.000000015
04c1c5c42,20000000.000000015
04c26c79a,20000000.000000015
04c361aa2,7804994.118209333
04c458cd8,793618.9390272112
04c59d3cd,2460790.8936362145
04c5e1daf,20000000.000000015
04c82f4d9,20000000.000000015
04c84a436,20000000.000000015
04c9f9d02,20000000.000000015
04d0d5de5,1547478.3203711435
